Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Haiti,HTI,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.150450489,,,,,,,,,,2.125565745,,,,,,,,,,,,,,,2.105387942,,,,,,,,
Hungary,HUN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
IBRD only,IBD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002895596,,,,,,,,,,0.989926035,,,,,,,,,,,,,,,0.973129443,,,,,,,,
IDA & IBRD total,IBT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948526163,,,,,,,,,,0.939016052,,,,,,,,,,,,,,,0.922328369,,,,,,,,
IDA total,IDA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.792422375,,,,,,,,,,0.792839419,,,,,,,,,,,,,,,0.778061184,,,,,,,,
IDA blend,IDB,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.201603596,,,,,,,,,,1.195066125,,,,,,,,,,,,,,,1.186965905,,,,,,,,
Indonesia,IDN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53220957,,,,,,,,,,7.487041851,,,,,,,,,,,,,,,7.44376394,,,,,,,,
IDA only,IDX,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.704692672,,,,,,,,,,0.706364371,,,,,,,,,,,,,,,0.691208732,,,,,,,,
Isle of Man,IMN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.508913109,,,,,,,,,,3.508913109,,,,,,,,,,,,,,,3.43192015,,,,,,,,
India,IND,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075668565,,,,,,,,,,1.052270227,,,,,,,,,,,,,,,1.026331573,,,,,,,,
Not classified,INX,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.992280124,,,,,,,,,,1.982286628,,,,,,,,,,,,,,,1.969987428,,,,,,,,
"Iran, Islamic Rep.",IRN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.771680672,,,,,,,,,,0.767988726,,,,,,,,,,,,,,,0.76415964,,,,,,,,
Iraq,IRQ,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.847617266,,,,,,,,,,2.83849607,,,,,,,,,,,,,,,2.823271837,,,,,,,,
Iceland,ISL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.852544245,,,,,,,,,,1.849016721,,,,,,,,,,,,,,,1.848116327,,,,,,,,
Israel,ISR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223700017,,,,,,,,,,0.204157311,,,,,,,,,,,,,,,0.168756954,,,,,,,,
Italy,ITA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.965634712,,,,,,,,,,2.955639821,,,,,,,,,,,,,,,2.918927451,,,,,,,,
Jamaica,JAM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.936674275,,,,,,,,,,3.876326354,,,,,,,,,,,,,,,3.745160831,,,,,,,,
Jordan,JOR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003137299,,,,,,,,,,0.003137299,,,,,,,,,,,,,,,0.002937815,,,,,,,,
Japan,JPN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.527178548,,,,,,,,,,1.494581534,,,,,,,,,,,,,,,1.483251957,,,,,,,,
Kazakhstan,KAZ,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Kenya,KEN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27136184,,,,,,,,,,0.270730571,,,,,,,,,,,,,,,0.269785333,,,,,,,,
Kyrgyz Republic,KGZ,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Cambodia,KHM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.721008847,,,,,,,,,,1.714292148,,,,,,,,,,,,,,,1.716568108,,,,,,,,
Kiribati,KIR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.50998391,,,,,,,,,,67.4910841,,,,,,,,,,,,,,,67.18004739,,,,,,,,
St. Kitts and Nevis,KNA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.753968016,,,,,,,,,,7.473203761,,,,,,,,,,,,,,,7.473203761,,,,,,,,
"Korea, Rep.",KOR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.642825952,,,,,,,,,,2.582611063,,,,,,,,,,,,,,,2.539604232,,,,,,,,
Kuwait,KWT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30680806,,,,,,,,,,8.331732966,,,,,,,,,,,,,,,8.13624671,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.182581318,,,,,,,,,,1.179891648,,,,,,,,,,,,,,,1.174426489,,,,,,,,
Lao PDR,LAO,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Lebanon,LBN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31149963,,,,,,,,,,0.28757946,,,,,,,,,,,,,,,0.229588602,,,,,,,,
Liberia,LBR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99226868,,,,,,,,,,0.983493581,,,,,,,,,,,,,,,0.974381007,,,,,,,,
Libya,LBY,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46727488,,,,,,,,,,0.465834072,,,,,,,,,,,,,,,0.465232174,,,,,,,,
St. Lucia,LCA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888610318,,,,,,,,,,3.613086136,,,,,,,,,,,,,,,3.516492618,,,,,,,,
Latin America & Caribbean,LCN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.259725824,,,,,,,,,,1.256918564,,,,,,,,,,,,,,,1.251573407,,,,,,,,
Least developed countries: UN classification,LDC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592606249,,,,,,,,,,0.59447266,,,,,,,,,,,,,,,0.580908131,,,,,,,,
Low income,LIC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297923398,,,,,,,,,,0.305444298,,,,,,,,,,,,,,,0.298100233,,,,,,,,
Liechtenstein,LIE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Sri Lanka,LKA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.095342707,,,,,,,,,,3.06333083,,,,,,,,,,,,,,,3.050632267,,,,,,,,
Lower middle income,LMC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.615439052,,,,,,,,,,1.602982223,,,,,,,,,,,,,,,1.582947304,,,,,,,,
Low & middle income,LMY,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950955279,,,,,,,,,,0.941259935,,,,,,,,,,,,,,,0.923754544,,,,,,,,
Lesotho,LSO,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Late-demographic dividend,LTE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890022908,,,,,,,,,,0.865738894,,,,,,,,,,,,,,,0.845728258,,,,,,,,
Lithuania,LTU,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666932384,,,,,,,,,,0.66932635,,,,,,,,,,,,,,,0.66932635,,,,,,,,
Luxembourg,LUX,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Latvia,LVA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725261211,,,,,,,,,,1.726248637,,,,,,,,,,,,,,,1.739473234,,,,,,,,
"Macao SAR, China",MAC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.35946715,,,,,,,,,,14.35662521,,,,,,,,,,,,,,,14.09561746,,,,,,,,
St. Martin (French part),MAF,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59245752,,,,,,,,,,16.73919353,,,,,,,,,,,,,,,14.20062397,,,,,,,,
Morocco,MAR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188533566,,,,,,,,,,0.184133879,,,,,,,,,,,,,,,0.178370873,,,,,,,,
Monaco,MCO,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.243274895,,,,,,,,,,1.243274895,,,,,,,,,,,,,,,1.243274895,,,,,,,,
Moldova,MDA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Madagascar,MDG,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.249746185,,,,,,,,,,1.247531945,,,,,,,,,,,,,,,1.241427317,,,,,,,,
Maldives,MDV,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.65177702,,,,,,,,,,76.45636176,,,,,,,,,,,,,,,76.57411785,,,,,,,,
Middle East & North Africa,MEA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590467429,,,,,,,,,,0.581189057,,,,,,,,,,,,,,,0.568337248,,,,,,,,
Mexico,MEX,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.671937573,,,,,,,,,,2.66881146,,,,,,,,,,,,,,,2.662989253,,,,,,,,
Marshall Islands,MHL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.68018452,,,,,,,,,,79.93828778,,,,,,,,,,,,,,,79.36908121,,,,,,,,
Middle income,MIC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.080222356,,,,,,,,,,1.067090446,,,,,,,,,,,,,,,1.049763394,,,,,,,,
North Macedonia,MKD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Mali,MLI,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Malta,MLT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.349070551,,,,,,,,,,5.248080752,,,,,,,,,,,,,,,5.075374282,,,,,,,,
Myanmar,MMR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.484925726,,,,,,,,,,4.468665635,,,,,,,,,,,,,,,4.459669842,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583008979,,,,,,,,,,0.572687607,,,,,,,,,,,,,,,0.560300787,,,,,,,,
Montenegro,MNE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593960665,,,,,,,,,,0.593284689,,,,,,,,,,,,,,,0.591947455,,,,,,,,
Mongolia,MNG,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Northern Mariana Islands,MNP,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59335991,,,,,,,,,,12.55244993,,,,,,,,,,,,,,,12.59335991,,,,,,,,
Mozambique,MOZ,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.052678066,,,,,,,,,,2.050149118,,,,,,,,,,,,,,,2.046697337,,,,,,,,
Mauritania,MRT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.072174598,,,,,,,,,,1.072005801,,,,,,,,,,,,,,,1.071391345,,,,,,,,
Mauritius,MUS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.972582354,,,,,,,,,,2.905334639,,,,,,,,,,,,,,,2.650892051,,,,,,,,
Malawi,MWI,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Malaysia,MYS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.589620289,,,,,,,,,,6.478998395,,,,,,,,,,,,,,,6.365178811,,,,,,,,
North America,NAC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.032591605,,,,,,,,,,1.029746244,,,,,,,,,,,,,,,1.0256224,,,,,,,,
Namibia,NAM,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201142845,,,,,,,,,,0.200845469,,,,,,,,,,,,,,,0.20076548,,,,,,,,
New Caledonia,NCL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.372026264,,,,,,,,,,5.371104791,,,,,,,,,,,,,,,5.343298458,,,,,,,,
Niger,NER,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Nigeria,NGA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.040251566,,,,,,,,,,2.026279211,,,,,,,,,,,,,,,1.997912832,,,,,,,,
Nicaragua,NIC,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.886470901,,,,,,,,,,5.884836602,,,,,,,,,,,,,,,5.881174044,,,,,,,,
Netherlands,NLD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.69174134,,,,,,,,,,40.48314469,,,,,,,,,,,,,,,39.68203673,,,,,,,,
Norway,NOR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.561110099,,,,,,,,,,1.559905452,,,,,,,,,,,,,,,1.556174091,,,,,,,,
Nepal,NPL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
Nauru,NRU,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.039993386,,,,,,,,,,7.623441357,,,,,,,,,,,,,,,7.623441357,,,,,,,,
New Zealand,NZL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.591692894,,,,,,,,,,4.587031288,,,,,,,,,,,,,,,4.582839611,,,,,,,,
OECD members,OED,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.216529824,,,,,,,,,,1.211601016,,,,,,,,,,,,,,,1.20651715,,,,,,,,
Oman,OMN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.776220234,,,,,,,,,,0.766350243,,,,,,,,,,,,,,,0.748313257,,,,,,,,
Other small states,OSS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899514439,,,,,,,,,,0.899845891,,,,,,,,,,,,,,,0.895951443,,,,,,,,
Pakistan,PAK,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299858083,,,,,,,,,,1.299275341,,,,,,,,,,,,,,,1.297888327,,,,,,,,
Panama,PAN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.438589962,,,,,,,,,,4.42818855,,,,,,,,,,,,,,,4.420792367,,,,,,,,
Peru,PER,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292648814,,,,,,,,,,0.291706177,,,,,,,,,,,,,,,0.290922258,,,,,,,,
Philippines,PHL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.271847442,,,,,,,,,,4.229219428,,,,,,,,,,,,,,,4.135691007,,,,,,,,
Palau,PLW,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.65944056,,,,,,,,,,15.65944056,,,,,,,,,,,,,,,15.65944056,,,,,,,,
Papua New Guinea,PNG,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.834142173,,,,,,,,,,3.832994253,,,,,,,,,,,,,,,3.83160152,,,,,,,,
Poland,POL,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996152738,,,,,,,,,,0.992424079,,,,,,,,,,,,,,,0.987739837,,,,,,,,
Pre-demographic dividend,PRE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.516855052,,,,,,,,,,0.518784789,,,,,,,,,,,,,,,0.510642252,,,,,,,,
Puerto Rico,PRI,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025167647,,,,,,,,,,4.789441005,,,,,,,,,,,,,,,4.789412047,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.559935038,,,,,,,,,,1.539846162,,,,,,,,,,,,,,,1.531614527,,,,,,,,
Portugal,PRT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.567927529,,,,,,,,,,1.556627443,,,,,,,,,,,,,,,1.552439465,,,,,,,,
Paraguay,PRY,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
West Bank and Gaza,PSE,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038769751,,,,,,,,,,0.036115823,,,,,,,,,,,,,,,0.023926711,,,,,,,,
Pacific island small states,PSS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.034699477,,,,,,,,,,8.025091452,,,,,,,,,,,,,,,7.997927225,,,,,,,,
Post-demographic dividend,PST,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.159742468,,,,,,,,,,1.154809533,,,,,,,,,,,,,,,1.148349293,,,,,,,,
French Polynesia,PYF,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.83355716,,,,,,,,,,29.80299848,,,,,,,,,,,,,,,29.77842149,,,,,,,,
Qatar,QAT,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32287618,,,,,,,,,,11.17857878,,,,,,,,,,,,,,,10.65004701,,,,,,,,
Romania,ROU,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.373189385,,,,,,,,,,1.373557306,,,,,,,,,,,,,,,1.373998768,,,,,,,,
Russian Federation,RUS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.671117162,,,,,,,,,,0.670990595,,,,,,,,,,,,,,,0.671016995,,,,,,,,
Rwanda,RWA,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,
South Asia,SAS,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.241104159,,,,,,,,,,1.214532645,,,,,,,,,,,,,,,1.186175514,,,,,,,,
Saudi Arabia,SAU,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367182796,,,,,,,,,,0.364655105,,,,,,,,,,,,,,,0.360796481,,,,,,,,
Sudan,SDN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082968537,,,,,,,,,,0.082741515,,,,,,,,,,,,,,,0.082430471,,,,,,,,
